first_name,last_name,age,spending_score
Christopher,Thomas,36,26
Jennifer,Martin,54,70
James,Garcia,57,37
Patricia,Brown,60,22
David,Thomas,21,7
Susan,Thompson,32,42
Robert,Thompson,37,30
Daniel,Lee,61,74
Christopher,Gonzalez,37,79
Sarah,Jones,38,6
Richard,Anderson,27,24
Richard,Davis,47,66
Thomas,Miller,41,40
Michael,Wilson,65,15
Linda,Miller,57,53
Richard,Perez,69,85
Daniel,Miller,57,82
Sarah,Thompson,55,5
Patricia,Moore,20,89
Linda,Martinez,46,36
Sarah,Moore,25,74
Christopher,Wilson,46,46
Elizabeth,Martinez,27,23
Susan,Miller,22,88
Susan,Miller,28,45
Robert,Miller,21,10
Sarah,Jones,66,54
James,Smith,52,70
William,Wilson,67,77
Susan,Moore,57,85
Robert,Gonzalez,29,32
Lisa,Davis,38,43
Nancy,Davis,33,15
Lisa,Martinez,31,66
Margaret,Taylor,38,15
John,Garcia,65,81
Robert,Anderson,44,20
Mary,Anderson,53,50
Jessica,Thomas,18,6
Mary,Davis,18,79
Richard,Jackson,39,17
Michael,Martin,32,26
Elizabeth,Anderson,69,22
Richard,Williams,37,73
Sarah,Garcia,20,64
Jessica,Davis,31,76
David,Thomas,26,86
Elizabeth,Anderson,36,58
Jennifer,Gonzalez,57,87
Patricia,Martin,51,37
Christopher,Anderson,21,78
James,Moore,50,88
Michael,Gonzalez,60,72
Margaret,White,54,90
William,Davis,19,96
Linda,Wilson,44,28
Robert,Hernandez,62,96
Charles,Garcia,34,86
Elizabeth,White,66,49
David,Smith,67,73
Joseph,Johnson,48,67
Jennifer,Gonzalez,58,89
Joseph,Smith,23,76
Robert,White,69,93
Charles,White,48,67
Lisa,Brown,20,41
Charles,White,57,46
Elizabeth,Thompson,20,87
Susan,Johnson,50,87
Lisa,Lee,69,55
Patricia,Martin,30,82
Karen,Thomas,38,11
Sarah,Williams,54,26
Linda,Taylor,33,72
Patricia,Jones,38,92
Daniel,Davis,65,82
Susan,Lopez,61,13
Mary,Thompson,30,36
Patricia,Lopez,21,64
Robert,Smith,48,51
John,Smith,26,76
William,Anderson,65,22
Christopher,Taylor,50,60
Karen,Johnson,54,2
David,Taylor,54,56
John,Martin,41,40
Daniel,Rodriguez,42,28
Mary,Lopez,68,77
William,Brown,58,97
Jessica,Gonzalez,46,3
Patricia,Brown,57,63
William,Miller,68,98
Richard,Wilson,67,23
Karen,Rodriguez,64,55
Joseph,Thompson,53,32
Elizabeth,Smith,32,84
Sarah,Smith,62,28
Susan,Martin,35,8
Nancy,Brown,37,3
Robert,Smith,22,94
Mary,Perez,35,89
Elizabeth,Martinez,57,53
James,Johnson,18,94
Michael,Lee,36,29
Thomas,White,40,94
Sarah,Anderson,43,98
Margaret,Williams,66,89
John,Thompson,46,81
Jessica,Rodriguez,51,59
Elizabeth,Taylor,36,24
Lisa,Lee,65,38
Michael,Gonzalez,35,28
Thomas,Williams,19,97
Jennifer,Brown,44,62
Daniel,Brown,23,51
Lisa,Hernandez,56,7
Patricia,Miller,23,23
Thomas,Hernandez,23,46
William,White,48,90
Patricia,Hernandez,58,78
Michael,Martinez,57,28
Daniel,Jones,47,24
Mary,Gonzalez,38,7
Thomas,Lopez,58,79
Margaret,Martinez,61,49
Linda,Miller,35,3
Daniel,Jackson,40,2
Joseph,Jackson,55,7
Joseph,Jackson,40,80
Linda,Lopez,45,21
Sarah,Martin,53,9
Charles,Perez,42,12
David,Anderson,24,93
Mary,Jones,35,24
Daniel,White,37,33
Margaret,Wilson,22,78
Thomas,Lopez,35,43
Sarah,Lee,59,82
Joseph,Hernandez,57,5
Richard,Jones,50,79
Joseph,Thomas,32,71
Patricia,Moore,52,89
Sarah,Lopez,64,14
Susan,Jones,63,36
Patricia,Thomas,18,35
John,Lopez,38,50
Lisa,Thompson,25,88
Thomas,Johnson,24,79
Lisa,Garcia,58,11
Karen,Thompson,67,24
Karen,Lee,61,75
Daniel,Brown,57,44
Thomas,Gonzalez,57,51
Susan,Martinez,47,17
Daniel,Taylor,55,70
Christopher,Wilson,52,85
Margaret,White,19,8
Patricia,Anderson,63,79
Susan,Davis,25,96
Daniel,Thompson,55,74
Lisa,White,21,28
Christopher,Moore,54,79
Nancy,Williams,38,12
Joseph,Taylor,30,43
Daniel,White,26,82
Sarah,White,62,37
Robert,Miller,46,88
Christopher,Gonzalez,58,63
Joseph,Thomas,41,93
Thomas,Jones,33,63
Karen,Brown,29,10
Robert,Martinez,19,78
Richard,Gonzalez,36,80
Charles,Martinez,47,37
Richard,Wilson,33,11
Karen,Perez,41,90
Jessica,Lopez,30,19
Patricia,Smith,22,52
Patricia,Lee,40,18
Nancy,Martin,55,94
Nancy,Martin,48,32
Charles,Miller,34,23
Richard,Rodriguez,66,12
Susan,Davis,66,58
Michael,Gonzalez,20,77
Susan,Wilson,43,21
Christopher,Lopez,30,21
Patricia,Davis,61,93
Mary,Lee,55,93
Mary,Perez,39,91
Robert,Moore,38,29
Daniel,Thomas,46,79
Elizabeth,Hernandez,62,47
Elizabeth,Thomas,63,12
William,Wilson,56,58
Richard,Williams,22,41
Michael,Lee,31,19
Robert,Johnson,35,12
Elizabeth,Williams,21,23
Elizabeth,Brown,50,5
Jennifer,Perez,56,26
Charles,Jones,37,63
Christopher,Martinez,30,52
Linda,Martin,53,10
James,Johnson,62,86
Thomas,Lopez,21,39
Michael,Jones,52,23
Jessica,Jones,25,11
Christopher,Thompson,69,92
Christopher,Smith,57,95
Thomas,Brown,66,72
William,Lee,64,48
Thomas,White,53,92
Robert,Lopez,23,16
Nancy,Lopez,39,46
Linda,Thomas,23,47
Jennifer,White,59,95
David,Taylor,53,48
Charles,Lee,26,80
Patricia,Martinez,33,69
Karen,Taylor,56,99
James,Taylor,63,25
Richard,Moore,55,77
Jessica,Johnson,50,93
Margaret,Brown,35,91
James,Jackson,29,81
David,Hernandez,44,37
Thomas,Taylor,64,63
Patricia,Lopez,18,29
Susan,Johnson,32,58
Elizabeth,Garcia,64,98
Jennifer,Rodriguez,44,94
James,Jones,33,31
Michael,Martin,38,86
Christopher,Lee,18,89
Sarah,Rodriguez,46,68
Margaret,Thompson,20,99
Jessica,Davis,29,41
Daniel,Martin,45,50
Nancy,Davis,56,44
Nancy,Perez,54,9
Jennifer,Lee,48,59
Lisa,Thompson,48,90
Robert,Garcia,50,91
Margaret,Williams,50,27
Christopher,Jones,64,82
Karen,Rodriguez,57,94
Joseph,Miller,28,59
Jennifer,Brown,63,95
Charles,Miller,46,3
James,Jones,42,93
James,Hernandez,30,7
Richard,Anderson,68,82
John,Johnson,61,16
Elizabeth,Gonzalez,36,49
Christopher,Perez,53,32
John,Thomas,45,89
William,Miller,21,44
Linda,Davis,20,96
John,Garcia,55,19
Richard,White,54,3
Jennifer,Miller,60,60
Richard,Moore,42,35
Daniel,Perez,58,29
Nancy,Perez,52,75
Nancy,Martin,46,70
Susan,Miller,58,83
Richard,Williams,46,45
Mary,Jones,29,27
Christopher,Smith,52,69
Margaret,Anderson,37,90
Daniel,Williams,34,35
Sarah,Davis,29,19
Daniel,Rodriguez,67,17
Jennifer,Anderson,53,35
Charles,Martinez,27,77
Christopher,Johnson,35,78
Richard,Martin,47,30
Thomas,Jones,25,48
Daniel,Jackson,58,57
William,Gonzalez,68,17
Thomas,Hernandez,30,15
Mary,Smith,48,82
Charles,Perez,23,14
Charles,Anderson,24,14
Margaret,Moore,38,45
Michael,Thomas,55,97
Lisa,Rodriguez,60,38
Elizabeth,Smith,66,63
Elizabeth,Hernandez,68,75
Nancy,Rodriguez,45,11
William,Thompson,61,48
Thomas,Hernandez,38,26
Joseph,Gonzalez,38,67
Mary,Johnson,41,25
Patricia,Wilson,44,81
Charles,Garcia,44,61
Thomas,Davis,30,86
Robert,Moore,67,93
Michael,Thomas,46,26
Karen,Lee,56,34
Christopher,Lopez,45,90
Lisa,Hernandez,54,9
Michael,Garcia,46,40
Thomas,Williams,65,75
Michael,Wilson,39,7
Patricia,Johnson,53,30
Linda,Hernandez,47,66
Richard,Perez,45,30
Patricia,Williams,40,68
Jennifer,Moore,50,58
Robert,Smith,21,55
Susan,White,20,14
Patricia,Smith,49,77
Margaret,Lopez,21,89
William,Anderson,18,77
Patricia,Jones,29,77
Charles,Garcia,30,37
Margaret,Thomas,51,44
Jessica,Lopez,46,6
Robert,Lopez,26,26
Karen,Williams,48,14
Elizabeth,Thompson,24,8
Charles,Johnson,30,24
Susan,Miller,19,86
Karen,Johnson,50,39
Thomas,Lee,67,49
Margaret,Miller,24,85
David,Hernandez,35,63
John,Hernandez,68,26
Daniel,Wilson,25,10
Thomas,Williams,29,77
James,Wilson,60,58
Joseph,Hernandez,47,14
William,Brown,26,73
Joseph,Taylor,45,71
Margaret,Thomas,21,39
John,Williams,56,31
Lisa,Martinez,34,50
Charles,Lee,28,16
Richard,Anderson,19,72
Susan,Davis,40,51
Nancy,Moore,67,15
James,Williams,39,89
Christopher,Miller,43,38
Thomas,Martinez,29,79
Richard,Martin,49,89
James,Rodriguez,26,71
Elizabeth,Wilson,60,90
Joseph,Thompson,22,72
Michael,Wilson,43,82
Lisa,Hernandez,24,21
Karen,Smith,46,16
Sarah,Brown,50,67
Jessica,Garcia,41,65
Karen,Perez,42,13
Michael,Perez,48,64
Thomas,Jones,46,61
Karen,Williams,22,32
Susan,Johnson,55,12
Linda,Williams,62,95
Lisa,Rodriguez,28,41
Mary,Jackson,49,66
Michael,Jackson,25,8
Patricia,Taylor,37,59
Karen,Moore,51,25
Jennifer,Hernandez,64,5
William,Lopez,59,45
William,Williams,25,2
Jessica,Moore,19,42
Linda,White,38,38
Charles,Garcia,32,3
John,Miller,23,46
Karen,Smith,22,22
Robert,Garcia,20,33
Jessica,Moore,60,32
Patricia,Gonzalez,60,17
Michael,Perez,33,82
Nancy,Jackson,52,56
Susan,Miller,26,3
Mary,Jackson,52,70
David,Rodriguez,36,49
Jessica,Williams,60,55
Lisa,Thompson,63,77
Daniel,Lopez,51,31
Sarah,Martin,56,81
Nancy,White,27,21
Jennifer,Moore,27,16
Daniel,Davis,37,17
Patricia,Rodriguez,18,96
Joseph,Gonzalez,23,1
Margaret,Davis,63,72
James,Perez,19,65
Michael,Martinez,55,66
Susan,Taylor,50,37
Elizabeth,Miller,20,24
Robert,Taylor,53,91
Susan,Thompson,30,84
Karen,Moore,52,62
Elizabeth,White,32,21
Jennifer,Johnson,62,37
Susan,Williams,39,35
Michael,Jackson,60,38
Karen,Smith,21,53
Mary,Lee,34,15
Elizabeth,Lee,22,42
Joseph,Martinez,38,94
Susan,Lee,41,4
Thomas,Wilson,48,39
Patricia,Gonzalez,57,79
Michael,Rodriguez,47,23
William,Garcia,59,15
Charles,Garcia,24,90
Daniel,Jackson,66,12
Michael,Lee,24,82
Daniel,Martinez,44,70
Mary,Thompson,41,82
Jennifer,Williams,36,54
Karen,Moore,58,88
Jennifer,Lee,51,38
Richard,Jackson,39,28
Charles,Jones,69,79
Mary,Hernandez,68,19
Susan,Martinez,44,69
Joseph,Taylor,23,64
Jessica,Brown,27,4
Jennifer,Lee,62,81
Karen,Moore,48,10
Robert,Moore,42,12
Karen,Smith,19,69
John,Wilson,27,7
John,Davis,27,44
Lisa,Johnson,43,23
Lisa,Jackson,22,2
Elizabeth,Anderson,39,94
Charles,Johnson,21,37
John,Brown,51,69
Susan,Smith,24,20
Sarah,Jackson,67,90
Thomas,Lee,34,44
Michael,Martinez,28,70
Richard,Smith,67,93
Margaret,Martin,25,74
Mary,Perez,45,51
Patricia,Anderson,61,80
Elizabeth,Brown,50,98
Michael,Miller,69,31
Margaret,Miller,42,41
Thomas,Perez,38,58
Nancy,Moore,29,5
Jennifer,Gonzalez,43,33
Charles,Martinez,46,43
Robert,White,55,19
Elizabeth,Davis,52,32
William,Martinez,54,87
Richard,Wilson,63,3
Charles,Wilson,61,1
Christopher,Martin,62,41
Margaret,Perez,62,92
Jennifer,Hernandez,46,48
Patricia,Garcia,66,39
Margaret,Lee,41,5
John,Smith,32,77
John,Jackson,23,11
Patricia,Miller,49,22
Robert,White,61,87
Linda,Moore,51,64
Sarah,Williams,53,12
Lisa,Martin,37,53
John,Hernandez,29,55
Margaret,Jones,52,53
Susan,Jackson,66,21
Linda,Lee,55,19
Richard,White,34,69
Patricia,White,44,88
Jessica,Johnson,34,94
Jessica,Perez,28,72
Richard,Brown,56,66
Jennifer,Martinez,19,59
Thomas,Johnson,68,49
Patricia,Davis,19,98
Linda,Smith,46,59
Thomas,Garcia,62,23
John,Hernandez,41,3
Thomas,Martinez,41,56
William,Gonzalez,33,58
Mary,Smith,48,88
Richard,Johnson,66,62
Nancy,Williams,60,18
Mary,Rodriguez,26,61
Nancy,Jones,44,37
David,Martinez,58,54
Lisa,Martinez,31,95
Joseph,Lopez,62,78
David,Moore,42,65
Daniel,Lee,60,14
John,Lee,61,5
John,Smith,39,95
Susan,Williams,52,95
Margaret,Jones,50,94
Robert,Taylor,44,62
Nancy,Davis,57,1
Michael,Taylor,43,63
Michael,Rodriguez,36,67
Richard,Garcia,62,20
William,Taylor,56,43
Christopher,Davis,62,85
Richard,Lee,43,94
Susan,Miller,23,42
Richard,Miller,20,94
Margaret,Anderson,23,69
Elizabeth,Miller,45,74
James,Perez,20,88
Linda,Davis,30,39
Lisa,Rodriguez,30,62
Sarah,Anderson,30,48
Richard,Johnson,18,6
John,Miller,57,74
John,Anderson,54,42
Margaret,Moore,48,58
Robert,Perez,69,43
David,Moore,34,10
Michael,Martinez,26,89
Christopher,Perez,62,78
Margaret,Moore,30,39
Elizabeth,Smith,54,13
Elizabeth,Miller,31,75
Nancy,Williams,28,39
Mary,Wilson,42,11
John,Lopez,48,16
Linda,Wilson,31,33
David,Brown,24,60
Richard,Gonzalez,41,96
Michael,Thomas,66,59
Richard,Thomas,53,74
Mary,Perez,59,51
Jennifer,Jones,59,15
William,Martin,64,80
Nancy,Garcia,69,43
Mary,Garcia,61,27
Karen,Moore,58,56
Sarah,Garcia,20,60
Susan,Miller,64,96
Michael,White,61,70
Michael,White,43,47
Thomas,Thomas,64,8
Richard,Rodriguez,43,63
David,Gonzalez,18,89
Jennifer,Lopez,32,7
Daniel,Jackson,28,81
Jessica,Thompson,54,94
Jennifer,Thompson,24,2
Jennifer,Smith,29,17
Mary,Davis,69,4
Lisa,Brown,55,26
Nancy,Lee,20,78
Joseph,Perez,59,72
Thomas,Jackson,43,69
Linda,Lee,47,5
Robert,Jones,49,5
Thomas,Taylor,53,91
Nancy,Williams,62,69
James,Jackson,68,3
Lisa,Smith,54,38
Karen,Thompson,35,94
Joseph,Smith,18,1
Robert,Thompson,38,8
Michael,Martin,45,13
Karen,Rodriguez,65,84
Jennifer,Thompson,33,70
Lisa,Jones,65,50
Christopher,Miller,45,8
Robert,Garcia,39,30
Charles,Taylor,36,40
Elizabeth,Perez,65,79
Joseph,Taylor,18,74
Elizabeth,Gonzalez,48,33
Sarah,Lopez,69,73
Susan,Brown,69,52
Karen,Davis,59,33
Daniel,Jones,51,73
James,Jones,63,78
Sarah,Gonzalez,57,96
Lisa,Hernandez,23,37
Jennifer,Davis,45,70
John,Davis,20,69
Mary,Smith,48,4
Mary,Gonzalez,33,60
Richard,Jones,34,80
William,Lee,61,74
Sarah,Davis,44,31
Robert,Taylor,68,95
Daniel,Thompson,41,14
Christopher,Thompson,37,77
Michael,Gonzalez,49,60
Richard,Rodriguez,52,68
Nancy,Johnson,30,26
Margaret,Jackson,65,24
Richard,Martin,60,56
Michael,Taylor,37,9
Elizabeth,Miller,65,35
Joseph,Williams,69,79
Christopher,Jackson,19,24
Jennifer,Jackson,21,31
Robert,White,44,83
Daniel,Rodriguez,42,66
Mary,Martinez,21,66
Christopher,Wilson,49,41
Joseph,Moore,34,36
Sarah,Anderson,18,34
Charles,Smith,50,39
William,Garcia,47,83
Lisa,Anderson,22,23
Charles,Garcia,29,80
Michael,Moore,55,44
Patricia,Smith,49,70
John,White,55,58
Margaret,Williams,34,59
Nancy,Taylor,62,26
David,Thomas,57,22
James,Davis,49,88
Jennifer,Taylor,41,40
David,Davis,29,85
James,Taylor,64,94
Christopher,Rodriguez,48,11
Michael,Lopez,36,9
Jennifer,Jackson,46,12
Jessica,Brown,38,26
Mary,Lee,43,38
Patricia,Perez,69,3
David,Hernandez,45,97
Joseph,Brown,34,15
Karen,Wilson,26,47
James,Wilson,38,5
John,Garcia,67,54
John,Taylor,51,24
Michael,Johnson,28,11
James,Davis,37,33
David,Brown,66,87
Jennifer,Martinez,67,74
Nancy,Miller,64,57
John,Brown,56,52
Charles,Thomas,33,64
Mary,Wilson,46,43
Karen,Thomas,18,92
Susan,Rodriguez,35,81
Elizabeth,Brown,39,44
Robert,White,25,90
William,Garcia,24,89
Mary,Smith,42,36
Mary,Miller,47,12
Jennifer,Smith,51,56
Elizabeth,Jackson,61,3
Karen,Davis,65,50
Susan,Williams,58,29
Patricia,Smith,69,88
Lisa,Smith,28,83
Christopher,Miller,32,77
Thomas,Lee,52,16
Joseph,Gonzalez,40,40
Jennifer,Smith,62,27
Sarah,Thomas,38,70
Thomas,Perez,45,42
John,Perez,30,57
Elizabeth,Wilson,51,10
Robert,Brown,55,38
Jessica,Thompson,23,8
Christopher,Thompson,61,18
Richard,Lopez,21,96
Jennifer,Lopez,22,17
Susan,Taylor,57,58
Linda,Lee,23,66
Robert,Anderson,38,44
Joseph,Martinez,45,84
Sarah,Williams,20,74
James,Thompson,40,9
Sarah,Martin,25,48
Robert,Martin,36,39
John,Lopez,28,89
Nancy,Smith,67,89
Joseph,Smith,27,88
Richard,Martinez,45,6
Margaret,Moore,37,30
Sarah,Anderson,61,74
Daniel,Johnson,69,95
David,Taylor,45,18
Christopher,Davis,46,43
Mary,Perez,25,33
Lisa,Perez,36,53
Jennifer,Rodriguez,65,56
Jennifer,Lee,38,19
Jessica,Martin,35,87
David,Hernandez,26,69
Linda,Garcia,21,26
Linda,White,58,29
James,Wilson,42,24
Christopher,Smith,51,6
Michael,Miller,26,54
Jennifer,White,26,39
Christopher,Rodriguez,35,4
Linda,Hernandez,28,58
Charles,White,30,48
Lisa,Thompson,55,60
Christopher,Thomas,26,26
Margaret,Jackson,33,79
Nancy,Johnson,21,77
Linda,Anderson,51,40
Jessica,Williams,24,86
Karen,Brown,32,77
Sarah,Martin,55,56
William,Perez,28,39
Joseph,Miller,49,81
Elizabeth,Lopez,44,39
Lisa,Brown,47,48
Sarah,Martinez,69,25
Patricia,Garcia,34,34
Nancy,Perez,53,21
Richard,Wilson,36,25
Lisa,Williams,24,89
Robert,Taylor,60,22
Lisa,Hernandez,62,23
Michael,Martinez,38,25
Daniel,Lee,45,78
William,Martinez,20,78
Linda,Martinez,31,26
Sarah,Williams,19,30
Jennifer,White,46,90
Sarah,Anderson,35,38
Jennifer,Taylor,54,86
Jessica,Moore,62,34
Christopher,Jackson,62,89
James,Jackson,41,77
William,Lopez,63,93
Margaret,White,29,73
Richard,Jones,62,15
Charles,White,49,95
Thomas,Thomas,35,44
David,Anderson,30,91
Linda,Anderson,21,95
Daniel,Garcia,40,10
Robert,Lopez,27,37
Elizabeth,Johnson,22,7
Michael,Martin,67,32
Elizabeth,Rodriguez,57,11
Patricia,Brown,31,48
William,Jones,51,92
Jessica,Lee,45,68
Mary,Davis,25,48
William,Perez,33,45
Christopher,Martinez,48,95
James,Miller,24,93
Daniel,Perez,20,33
Elizabeth,Wilson,46,4
Elizabeth,Jones,53,47
Nancy,Thomas,56,90
Lisa,Anderson,21,53
John,Jones,26,31
Jennifer,Williams,34,31
Jennifer,Thompson,66,27
Christopher,Martinez,37,89
Mary,Jones,31,48
Karen,Thompson,63,36
Daniel,Anderson,46,49
Mary,Moore,30,31
Susan,Davis,53,44
Lisa,Lee,62,59
Robert,Johnson,34,23
Nancy,Perez,64,99
Michael,Davis,67,68
Margaret,Thompson,60,92
Sarah,Davis,21,42
Nancy,Brown,37,42
James,Jackson,28,13
James,Thompson,59,1
Thomas,Moore,39,76
James,Lee,62,53
Christopher,Thompson,25,40
Nancy,Smith,45,90
Richard,Martin,62,46
William,Anderson,58,87
Joseph,Moore,47,22
John,Perez,50,52
Jessica,Lopez,50,28
Daniel,Smith,64,53
David,Miller,53,63
Margaret,Jackson,44,17
Lisa,Smith,37,64
Susan,White,50,6
Richard,Miller,42,14
Richard,Johnson,61,17
James,Miller,60,38
Margaret,Jackson,36,69
Elizabeth,Gonzalez,64,13
John,White,38,53
Margaret,Jones,59,9
Patricia,Thompson,50,44
Sarah,Jackson,20,26
Linda,Smith,31,77
Sarah,Smith,32,19
Thomas,Moore,50,48
Charles,White,59,81
Lisa,Smith,39,80
Joseph,Jones,18,30
Sarah,Rodriguez,48,32
Joseph,Lopez,64,78
Mary,Rodriguez,52,79
David,Moore,37,76
James,Thompson,49,75
Joseph,Hernandez,29,69
Charles,Smith,68,11
Patricia,Jackson,33,98
David,Perez,25,83
Robert,Martinez,31,26
John,Johnson,35,26
Richard,Miller,47,17
Elizabeth,Martin,50,95
David,Johnson,51,83
Karen,Jackson,61,44
Mary,Garcia,66,84
Michael,Martinez,51,23
William,Rodriguez,66,25
Elizabeth,Davis,24,92
Karen,Hernandez,23,37
Daniel,Rodriguez,23,76
Michael,Martin,39,65
Michael,Martin,25,2
John,Rodriguez,54,74
Susan,Davis,32,98
Michael,Anderson,43,32
Thomas,Johnson,56,89
James,White,20,74
Robert,Smith,27,55
Sarah,Rodriguez,20,50
Joseph,Rodriguez,47,65
Mary,Gonzalez,63,32
William,Davis,39,37
Michael,Lee,20,76
Patricia,Jones,18,82
Nancy,Williams,50,94
Karen,Lee,36,13
Christopher,Brown,53,54
Patricia,Taylor,51,3
Richard,Thomas,48,85
James,Thomas,60,42
Margaret,Martin,41,78
John,Williams,29,40
Sarah,Garcia,30,74
Lisa,Smith,33,66
Patricia,Lee,33,60
Daniel,Thomas,68,11
Sarah,Anderson,69,1
Charles,Miller,37,26
James,Johnson,58,42
Robert,Martinez,65,62
Charles,Anderson,44,61
Lisa,Garcia,56,77
Margaret,Johnson,30,92
David,White,21,85
Richard,White,49,62
Nancy,Taylor,62,74
Robert,Smith,57,12
Christopher,Smith,51,27
Patricia,Brown,56,67
Patricia,Martin,60,28
Patricia,Thomas,34,66
Patricia,Davis,41,28
Nancy,Smith,46,95
Christopher,Jackson,63,21
Karen,Hernandez,45,7
Karen,Taylor,62,95
Sarah,Martinez,64,14
William,Lopez,39,39
Karen,Rodriguez,45,73
Lisa,Miller,42,87
Mary,Lopez,58,62
Christopher,Anderson,20,12
Patricia,Davis,30,93
Susan,Taylor,48,38
Michael,Jones,30,58
Joseph,Wilson,58,56
Michael,Johnson,35,39
Lisa,Thomas,54,86
Christopher,Taylor,60,4
Thomas,Williams,51,48
Sarah,Thompson,34,7
Charles,Smith,69,60
William,Moore,38,40
Jessica,Moore,53,8
Thomas,Brown,67,58
Robert,Anderson,69,57
Mary,Jackson,57,35
Nancy,Jackson,36,73
Sarah,Martinez,29,13
Jessica,Jones,45,39
Jessica,Jackson,28,84
James,Hernandez,65,21
John,Miller,54,47
Michael,Jones,45,83
Joseph,Martin,52,2
Charles,Lopez,61,44
Nancy,Jackson,32,30
Mary,Anderson,33,87
Charles,Lopez,62,55
William,Brown,24,40
Charles,Lopez,64,77
Robert,Moore,20,97
Karen,Taylor,48,96
Sarah,Jackson,29,92
Patricia,Thomas,25,24
Susan,Hernandez,42,42
Michael,Johnson,61,28
Jessica,Thomas,67,94
Daniel,Smith,52,93
Susan,Taylor,29,98
John,Moore,38,51
Robert,Gonzalez,43,22
Thomas,Jones,19,89
Elizabeth,White,31,78
Elizabeth,Garcia,63,74
David,Smith,21,74
Thomas,Martinez,34,8
Robert,Jones,64,14
Richard,Smith,65,45
Elizabeth,Thompson,22,38
William,Hernandez,41,32
Thomas,White,66,62
James,White,24,96
Patricia,Miller,40,67
Patricia,Moore,64,84
Karen,Lee,34,61
William,Martin,29,13
Karen,Lee,28,87
Jessica,Martinez,68,83
Joseph,Anderson,28,80
Jennifer,Brown,51,99
Margaret,Thomas,64,47
Elizabeth,Anderson,54,54
Joseph,Anderson,67,71
Patricia,Lopez,46,52
Karen,Davis,65,72
Karen,Davis,53,25
Thomas,Moore,44,23
Susan,Garcia,59,74
Michael,Jones,39,30
Sarah,Johnson,19,97
David,Lopez,64,11
Jessica,Brown,53,35
John,Thompson,65,27
Charles,Gonzalez,47,67
Karen,Taylor,24,47
Elizabeth,Thomas,29,50
Jennifer,Rodriguez,20,8
Richard,Smith,34,55
Elizabeth,Anderson,58,77
Karen,Lopez,49,42
Nancy,Jones,25,67
Sarah,Thompson,40,20
Jennifer,White,55,45
Richard,Moore,47,35
Patricia,Martin,32,77
Daniel,Johnson,27,20
Jessica,Brown,55,24
James,Anderson,32,57
Nancy,Garcia,47,55
Robert,Perez,63,9
Linda,Lopez,43,94
Susan,Moore,68,89
Mary,Martin,62,16
Susan,Brown,31,55
Robert,Smith,20,72
Lisa,Anderson,53,58
Robert,Moore,43,64
Richard,Wilson,31,92
William,Williams,48,76
Elizabeth,Anderson,31,88
James,Jones,57,49
John,White,27,29
Karen,Perez,26,79
Susan,Williams,63,82
John,Perez,57,7
William,Miller,60,77
Mary,Garcia,59,83
John,Perez,35,69
Jessica,Smith,53,90
Patricia,Jackson,53,2
Charles,Miller,29,33
Richard,Brown,67,48
Michael,Lopez,57,37
Susan,Martin,20,89
John,Thompson,35,89
Daniel,Moore,24,30
Daniel,Rodriguez,48,41
William,Jackson,18,4
Mary,Perez,48,83
Lisa,Brown,30,91
William,Smith,46,39
Susan,Rodriguez,20,24
Susan,Anderson,46,50
Joseph,Perez,52,37
Mary,Davis,32,53
Karen,Anderson,38,25
Richard,Anderson,36,93
Jessica,Moore,45,31
Robert,Miller,21,99
Elizabeth,Perez,62,92
Susan,Moore,30,38
Elizabeth,Thomas,32,58
Margaret,Johnson,68,53
David,Brown,65,50
Mary,Martin,56,4
Robert,Thomas,49,92
Michael,Williams,20,52
Jennifer,White,47,31
Lisa,Thompson,37,87
Daniel,Johnson,19,78
John,Williams,67,92
Richard,Jones,42,14
John,Johnson,28,1
Margaret,Jackson,18,43
Christopher,White,65,96
Jennifer,Martin,66,59
David,Johnson,65,61
Thomas,Johnson,27,41
Elizabeth,Perez,34,18
Susan,White,47,60
Thomas,Thompson,52,69
Patricia,Martin,67,79
Mary,Moore,36,59
David,Martin,63,42
Michael,Lee,51,80
Mary,Wilson,49,36
Karen,Anderson,29,40
Christopher,Lopez,60,30
Patricia,Hernandez,34,87
Linda,Hernandez,23,11
Nancy,Miller,68,25
Jessica,Lopez,30,45
Susan,Thomas,56,51
Lisa,Jones,39,43
Christopher,Johnson,28,66
Karen,Perez,24,99
David,Thomas,62,47
Linda,Thompson,62,24
Mary,Anderson,38,77
Joseph,Hernandez,18,37
William,Garcia,47,56
Charles,Gonzalez,36,94
Nancy,Jackson,68,75
Linda,Martinez,64,87
Charles,White,63,46
Robert,Jackson,46,28
David,Jones,52,93
Joseph,Lee,37,52
Linda,Miller,53,15
Charles,Hernandez,56,45
Daniel,Wilson,18,58
Linda,Thompson,40,67
Charles,Lee,48,73
Karen,Thomas,68,72
Elizabeth,Moore,52,97
Michael,Lee,69,98
William,Thompson,64,73
James,Thompson,62,81
Charles,Brown,39,41
Robert,Smith,63,65
Charles,Perez,24,40
James,Anderson,50,5
Joseph,Wilson,62,94
Sarah,Jackson,53,75
Daniel,Jones,61,28
Michael,Brown,24,38
Susan,Gonzalez,44,81
Linda,Moore,19,87
Robert,Lopez,34,18
Elizabeth,Thompson,18,37
Christopher,Lee,63,27
Robert,Anderson,47,25
Thomas,Thompson,39,69
Robert,Rodriguez,45,83
Lisa,Brown,50,27
Joseph,Jones,43,77
Richard,Rodriguez,52,54
